ID,Plataforma,fecha,Usuario_ID_Anonimizado,texto_original,texto_modelo,texto_agresivo,clase,label,subclase,Grupos_Afectados,Presencia_Sarcasmo,Presencia_Ironia,Contexto_Politico,n_chars,n_palabras,n_emojis,n_menciones,n_hashtags,n_jerga
11,X,2026-07-13,USER_011,"La salvadoreña Claudia Lars escribió este poemario fascinada por los viajes espaciales de soviéticos y estadounidenses. Tras la estela del Artemis II, vale la pena descargarlo desde Internet Archive, leerlo y analizarlo. #MujeresSV #CulturaSV @EfemeridesSV","La salvadoreña Claudia Lars escribió este poemario fascinada por los viajes espaciales de soviéticos y estadounidenses. Tras la estela del Artemis II, vale la pena descargarlo desde Internet Archive, leerlo y analizarlo. #MujeresSV #CulturaSV @usuario",la salvadorena claudia lars escribio este poemario fascinada por los viajes espaciales de sovieticos y estadounidenses tras la estela del artemis ii vale la pena descargarlo desde internet archive leerlo y analizarlo mujeressv culturasv usuario,No Tóxico,0,,,NO,NO,NO,256,35,0,1,2,0
12,X,2026-07-13,USER_012,"Un día como hoy, HACE 153 AÑOS, ocurrió el Gran Terremoto de San José, que destruyó a la ciudad de San Salvador y a otras poblaciones salvadoreñas. #CulturaSV #HemerotecaPersonal @EfemeridesSV","Un día como hoy, HACE 153 AÑOS, ocurrió el Gran Terremoto de San José, que destruyó a la ciudad de San Salvador y a otras poblaciones salvadoreñas. #CulturaSV #HemerotecaPersonal @usuario",un dia como hoy hace anos ocurrio el gran terremoto de san jose que destruyo a la ciudad de san salvador y a otras poblaciones salvadorenas culturasv hemerotecapersonal usuario,No Tóxico,0,,,NO,NO,NO,192,30,0,1,2,0
13,X,2026-07-13,USER_013,"#Espectaculos Las expresiones artísticas y culturales de El Salvador están presentes en la Expo Feria Tapachula 2026, que se desarrolla del 5 al 15 de marzo en Tapachula. @cancilleriasv Mas información aquí: https:// shre.ink/A23b #ElSalvador #CulturaSV KG","#Espectaculos Las expresiones artísticas y culturales de El Salvador están presentes en la Expo Feria Tapachula 2026, que se desarrolla del 5 al 15 de marzo en Tapachula. @usuario Mas información aquí: https:// shre.ink/A23b #ElSalvador #CulturaSV KG",espectaculos las expresiones artisticas y culturales de el salvador estan presentes en la expo feria tapachula que se desarrolla del al de marzo en tapachula usuario mas informacion aqui https shre ink a b elsalvador culturasv kg,No Tóxico,0,,,NO,NO,NO,256,37,0,1,3,1
14,X,2026-07-13,USER_014,"Podran criticar cuanto quieran, pero gracias a la estrategia de seguridad de @nayibbukele y la @BancadaCyan , el turismo en El Salvador es algo impresionante! #VisitElSalvador","Podran criticar cuanto quieran, pero gracias a la estrategia de seguridad de @usuario y la @usuario , el turismo en El Salvador es algo impresionante! #VisitElSalvador",podran criticar cuanto quieran pero gracias a la estrategia de seguridad de usuario y la usuario el turismo en el salvador es algo impresionante visitelsalvador,No Tóxico,0,,,NO,NO,SÍ,175,26,0,2,1,0
15,X,2026-07-13,USER_015,"Nuestro aeropuerto internacional ya tiene el sello Family Friendly, entregado por la Primera Dama Gabriela de Bukele. #VisitElSalvador","Nuestro aeropuerto internacional ya tiene el sello Family Friendly, entregado por la Primera Dama Gabriela de Bukele. #VisitElSalvador",nuestro aeropuerto internacional ya tiene el sello family friendly entregado por la primera dama gabriela de bukele visitelsalvador,No Tóxico,0,,,NO,NO,SÍ,134,18,0,0,1,0
16,X,2026-07-13,USER_016,"El Salvador registra récord de visitantes en febrero de 2026. Más de 403 mil turistas internacionales ingresaron al país, un aumento del 43 % frente al mismo mes de 2025. Guatemala, Estados Unidos y Honduras lideran las llegadas. #ElSalvador #Turismo #VisitElSalvador","El Salvador registra récord de visitantes en febrero de 2026. Más de 403 mil turistas internacionales ingresaron al país, un aumento del 43 % frente al mismo mes de 2025. Guatemala, Estados Unidos y Honduras lideran las llegadas. #ElSalvador #Turismo #VisitElSalvador",el salvador registra record de visitantes en febrero de mas de mil turistas internacionales ingresaron al pais un aumento del frente al mismo mes de guatemala estados unidos y honduras lideran las llegadas elsalvador turismo visitelsalvador,No Tóxico,0,,,NO,NO,NO,267,41,0,0,3,0
17,X,2026-07-13,USER_017,"Por primera vez El Salvador es hoy sede del prestigioso triatlón IronMan 70.3, una combinación de natación ciclismo y carrera. Con esta actividad se impulsa el turismo deportivo #VisitElSalvador #IRONMANElSalvador","Por primera vez El Salvador es hoy sede del prestigioso triatlón IronMan 70.3, una combinación de natación ciclismo y carrera. Con esta actividad se impulsa el turismo deportivo #VisitElSalvador #IRONMANElSalvador",por primera vez el salvador es hoy sede del prestigioso triatlon ironman una combinacion de natacion ciclismo y carrera con esta actividad se impulsa el turismo deportivo visitelsalvador ironmanelsalvador,No Tóxico,0,,,NO,NO,SÍ,213,30,0,0,2,1
18,X,2026-07-13,USER_018,El Salvador lo tiene todo Así se vive la seguridad bajo el liderazgo de Nayib Bukele en El Salvador #visitelsalvador,El Salvador lo tiene todo Así se vive la seguridad bajo el liderazgo de Nayib Bukele en El Salvador #visitelsalvador,el salvador lo tiene todo asi se vive la seguridad bajo el liderazgo de nayib bukele en el salvador visitelsalvador,No Tóxico,0,,,NO,NO,SÍ,116,20,0,0,1,0
19,X,2026-07-13,USER_019,"#SanSalvadorUn incendio estructural fue atendido por el Cuerpo de @BomberosSV en una vivienda de la colonia Santa Rosa, en San Salvador Centro. Las autoridades informaron que el siniestro dejó únicamente daños materiales #ÚltimaHora #Bomberos #IncendioEstructural KG","#SanSalvadorUn incendio estructural fue atendido por el Cuerpo de @usuario en una vivienda de la colonia Santa Rosa, en San Salvador Centro. Las autoridades informaron que el siniestro dejó únicamente daños materiales #ÚltimaHora #Bomberos #IncendioEstructural KG",sansalvadorun incendio estructural fue atendido por el cuerpo de usuario en una vivienda de la colonia santa rosa en san salvador centro las autoridades informaron que el siniestro dejo unicamente danos materiales ultimahora bomberos incendioestructural kg,No Tóxico,0,,,NO,NO,NO,266,36,0,1,4,0
20,X,2026-07-13,USER_020,"#Comalapa Tres vehículos se vieron involucrados en un aparatoso accidente anoche sobre la autopista a Comalapa. El impacto en cadena provocó que un pick-up saliera de la carretera a la altura del km 14, en sentido hacia el aeropuerto. #SanSalvador #Accidente","#Comalapa Tres vehículos se vieron involucrados en un aparatoso accidente anoche sobre la autopista a Comalapa. El impacto en cadena provocó que un pick-up saliera de la carretera a la altura del km 14, en sentido hacia el aeropuerto. #SanSalvador #Accidente",comalapa tres vehiculos se vieron involucrados en un aparatoso accidente anoche sobre la autopista a comalapa el impacto en cadena provoco que un pick up saliera de la carretera a la altura del km en sentido hacia el aeropuerto sansalvador accidente,No Tóxico,0,,,NO,NO,NO,258,41,0,0,3,0
21,X,2026-07-13,USER_021,Botar basura en lugares no autorizados es una falta grave que te puede costar una tarjeta roja directa.. ¡y una multa de hasta $900! ​No arruines el partido de la limpieza. Sé un buen jugador y mantén nuestra ciudad impecable. ​#SivarSeguro #DenunciaCiudadana #SanSalvador,Botar basura en lugares no autorizados es una falta grave que te puede costar una tarjeta roja directa.. ¡y una multa de hasta $900! No arruines el partido de la limpieza. Sé un buen jugador y mantén nuestra ciudad impecable. #SivarSeguro #DenunciaCiudadana #SanSalvador,botar basura en lugares no autorizados es una falta grave que te puede costar una tarjeta roja directa y una multa de hasta no arruines el partido de la limpieza se un buen jugador y manten nuestra ciudad impecable sivarseguro denunciaciudadana sansalvador,No Tóxico,0,,,NO,SÍ,NO,272,43,0,0,3,1
22,X,2026-07-13,USER_022,Listos para perderse en la naturaleza? El Laberinto de Albania en Apaneca es el destino perfecto para quienes buscan un desafío divertido rodeado de paisajes increíbles. ¡Una parada obligatoria en la Ruta de las Flores! #ElSalvador #TurismoSV #Apaneca #LaberintoAlbania,Listos para perderse en la naturaleza? El Laberinto de Albania en Apaneca es el destino perfecto para quienes buscan un desafío divertido rodeado de paisajes increíbles. ¡Una parada obligatoria en la Ruta de las Flores! #ElSalvador #TurismoSV #Apaneca #LaberintoAlbania,listos para perderse en la naturaleza el laberinto de albania en apaneca es el destino perfecto para quienes buscan un desafio divertido rodeado de paisajes increibles una parada obligatoria en la ruta de las flores elsalvador turismosv apaneca laberintoalbania,No Tóxico,0,,,NO,NO,NO,269,39,0,0,4,0
23,X,2026-07-13,USER_023,Salvadoran Modes Beginner: Pupusas F+Q Medium: Pupusas revueltas Hard: Pupusas de chicharrón #Extreme: Pupusas + Bitcoin (pagando con Lightning) Super Extreme: ??? ¿Cuál es tu nivel? #ElSalvador #Pupusas #Bitcoin,Salvadoran Modes Beginner: Pupusas F+Q Medium: Pupusas revueltas Hard: Pupusas de chicharrón #Extreme: Pupusas + Bitcoin (pagando con Lightning) Super Extreme: ??? ¿Cuál es tu nivel? #ElSalvador #Pupusas #Bitcoin,salvadoran modes beginner pupusas f q medium pupusas revueltas hard pupusas de chicharron extreme pupusas bitcoin pagando con lightning super extreme cual es tu nivel elsalvador pupusas bitcoin,No Tóxico,0,,,NO,NO,NO,212,29,0,0,4,1
24,X,2026-07-13,USER_024,"Las tiendas de barrio en El Salvador reciben un impulso financiero con la nueva línea de crédito del @bfaelsalvador , respaldada por @CONAMYPESV y Programype. Con montos de hasta US$10,000. Nota aquí https:// shre.ink/oCYu #TiendasDeBarrio #EmprendimientoSV LS","Las tiendas de barrio en El Salvador reciben un impulso financiero con la nueva línea de crédito del @usuario , respaldada por @usuario y Programype. Con montos de hasta US$10,000. Nota aquí https:// shre.ink/oCYu #TiendasDeBarrio #EmprendimientoSV LS",las tiendas de barrio en el salvador reciben un impulso financiero con la nueva linea de credito del usuario respaldada por usuario y programype con montos de hasta us nota aqui https shre ink ocyu tiendasdebarrio emprendimientosv ls,No Tóxico,0,,,NO,NO,NO,260,37,0,2,2,1
25,X,2026-07-13,USER_025,"Esta iniciativa impulsa el crecimiento de emprendimientos locales, fortaleciendo la economía y generando más oportunidades de empleo. ¡Seguimos apoyando el desarrollo empresarial en El Salvador! Más https:// shorturl.at/cWysS #EmprendimientoSV #ReactivaciónEconómica #PNUDSV","Esta iniciativa impulsa el crecimiento de emprendimientos locales, fortaleciendo la economía y generando más oportunidades de empleo. ¡Seguimos apoyando el desarrollo empresarial en El Salvador! Más https:// shorturl.at/cWysS #EmprendimientoSV #ReactivaciónEconómica #PNUDSV",esta iniciativa impulsa el crecimiento de emprendimientos locales fortaleciendo la economia y generando mas oportunidades de empleo seguimos apoyando el desarrollo empresarial en el salvador mas https shorturl at cwyss emprendimientosv reactivacioneconomica pnudsv,No Tóxico,0,,,NO,NO,NO,274,31,0,0,3,0
26,X,2026-07-13,USER_026,Les dejo por acá el usuario de nuestro emprendimiento. Vayan a seguirnos. https:// instagram.com/candm_sv?igshi d=YmMyMTA2M2Y= … #emprendimientosv #couplesgoals #locionesparahombre #locionesparamujer #pedidos #follow,Les dejo por acá el usuario de nuestro emprendimiento. Vayan a seguirnos. https:// instagram.com/candm_sv?igshi d=YmMyMTA2M2Y= … #emprendimientosv #couplesgoals #locionesparahombre #locionesparamujer #pedidos #follow,les dejo por aca el usuario de nuestro emprendimiento vayan a seguirnos https instagram com candm_sv igshi d ymmymta m y emprendimientosv couplesgoals locionesparahombre locionesparamujer pedidos follow,No Tóxico,0,,,NO,NO,NO,216,22,0,0,6,0
27,X,2026-07-13,USER_027,#Consumamoslocal #EmprendimientoSV Dios le siga dando ánimos para salir adelante!!! https:// t.co/9fJoYEiYwU,#Consumamoslocal #EmprendimientoSV Dios le siga dando ánimos para salir adelante!!! https:// t.co/9fJoYEiYwU,consumamoslocal emprendimientosv dios le siga dando animos para salir adelante https t co fjoyeiywu,No Tóxico,0,,,NO,NO,NO,108,12,0,0,2,0
28,X,2026-07-13,USER_028,"#EmprendimientoSv Sobre carretera ruta militar, frente a la policía nacional civil, Santa rosa de Lima, La unión.","#EmprendimientoSv Sobre carretera ruta militar, frente a la policía nacional civil, Santa rosa de Lima, La unión.",emprendimientosv sobre carretera ruta militar frente a la policia nacional civil santa rosa de lima la union,No Tóxico,0,,,NO,NO,NO,113,17,0,0,1,0
29,X,2026-07-13,USER_029,"Que alegría siento al ver a nuestra #diásporaSV de primera generación, sentirse orgullosos por representar a nuestra #SelectaSV femenina sub-17 , mucha suerte Briana. Gracias @VicPerez2010 , por apoyarnos a brindar el detalle a nuestra compatriota ¡#seguimos! https:// t.co/wfRylDpGJN","Que alegría siento al ver a nuestra #diásporaSV de primera generación, sentirse orgullosos por representar a nuestra #SelectaSV femenina sub-17 , mucha suerte Briana. Gracias @usuario , por apoyarnos a brindar el detalle a nuestra compatriota ¡#seguimos! https:// t.co/wfRylDpGJN",que alegria siento al ver a nuestra diasporasv de primera generacion sentirse orgullosos por representar a nuestra selectasv femenina sub mucha suerte briana gracias usuario por apoyarnos a brindar el detalle a nuestra compatriota seguimos https t co wfryldpgjn,No Tóxico,0,,,NO,NO,NO,284,39,0,1,3,0
30,X,2026-07-13,USER_030,YA se analiza más en un BAR que el VAR. #SelectaSV,YA se analiza más en un BAR que el VAR. #SelectaSV,ya se analiza mas en un bar que el var selectasv,No Tóxico,0,,,SÍ,NO,NO,50,11,0,0,1,0
31,X,2026-07-13,USER_031,Esta #selectaSV pura promesa de NAYIB BUKELE...,Esta #selectaSV pura promesa de NAYIB BUKELE...,esta selectasv pura promesa de nayib bukele,No Tóxico,0,,,SÍ,NO,SÍ,47,7,0,0,1,0
32,X,2026-07-13,USER_032,"#SelectaSV es triste; pero es ""otro día en la oficina""...","#SelectaSV es triste; pero es ""otro día en la oficina""...",selectasv es triste pero es otro dia en la oficina,No Tóxico,0,,,NO,SÍ,NO,57,10,0,0,1,0
33,X,2026-07-13,USER_033,Ya se nos jodio el arquero y ni hemos iniciado el juego #SelectaSV,Ya se nos jodio el arquero y ni hemos iniciado el juego #SelectaSV,ya se nos jodio el arquero y ni hemos iniciado el juego selectasv,No Tóxico,0,,,NO,NO,NO,66,13,0,0,1,1
34,X,2026-07-13,USER_034,"#SelectaSV no caigan en juegos políticos, ahí si van a perder de por vida. Que no los jueguen, gente idiota.","#SelectaSV no caigan en juegos políticos, ahí si van a perder de por vida. Que no los jueguen, gente idiota.",selectasv no caigan en juegos politicos ahi si van a perder de por vida que no los jueguen gente idiota,Lenguaje Ofensivo,1,Insulto Directo,,NO,NO,SÍ,108,20,0,0,1,1
35,X,2026-07-13,USER_035,"El primero aficionado de la #SelectaSV en llegar al estadio, enojado rompió el boleto y se salió, luego se dio cuenta que iba a jugar el equipo.","El primero aficionado de la #SelectaSV en llegar al estadio, enojado rompió el boleto y se salió, luego se dio cuenta que iba a jugar el equipo.",el primero aficionado de la selectasv en llegar al estadio enojado rompio el boleto y se salio luego se dio cuenta que iba a jugar el equipo,No Tóxico,0,,,NO,NO,NO,144,27,0,0,1,0
36,X,2026-07-13,USER_036,Xilografía de una lavandera Trabajo del pintor salvadoreño José Mejía Vides (1903-1993) #ArteSV,Xilografía de una lavandera Trabajo del pintor salvadoreño José Mejía Vides (1903-1993) #ArteSV,xilografia de una lavandera trabajo del pintor salvadoreno jose mejia vides artesv,No Tóxico,0,,,NO,NO,NO,95,13,0,0,1,0
37,X,2026-07-13,USER_037,Cuadro del pintor salvadoreño David Hernández Pereira (1988-2020). #ArteSV,Cuadro del pintor salvadoreño David Hernández Pereira (1988-2020). #ArteSV,cuadro del pintor salvadoreno david hernandez pereira artesv,No Tóxico,0,,,NO,NO,NO,74,9,0,0,1,0
38,X,2026-07-13,USER_038,"Arte 100% Salvadoreño, hecho a mano #artesv #artesanias #ElSalvador #hablemosdearte #artesaniasdeElSalvador @culturasv @MITURElSalvador @MorenaValdezSV @suecallejas @nayibbukele #Retwittear #pinceladas #emprendedoressv #apoyolocal","Arte 100% Salvadoreño, hecho a mano #artesv #artesanias #ElSalvador #hablemosdearte #artesaniasdeElSalvador @usuario @usuario @usuario @usuario @usuario #Retwittear #pinceladas #emprendedoressv #apoyolocal",arte salvadoreno hecho a mano artesv artesanias elsalvador hablemosdearte artesaniasdeelsalvador usuario usuario usuario usuario usuario retwittear pinceladas emprendedoressv apoyolocal,No Tóxico,0,,,NO,NO,NO,230,20,0,5,9,0
39,X,2026-07-13,USER_039,Feliz Día del Músico #músico #diadelmusico #artesv #arte #TeatroLuisPoma #teatro #fundacionpoma,Feliz Día del Músico #músico #diadelmusico #artesv #arte #TeatroLuisPoma #teatro #fundacionpoma,feliz dia del musico musico diadelmusico artesv arte teatroluispoma teatro fundacionpoma,No Tóxico,0,,,NO,NO,NO,95,11,0,0,7,0
40,X,2026-07-13,USER_040,El artista es un loco... #artista #artesv #TeatroLuisPoma #teatroElSalvador,El artista es un loco... #artista #artesv #TeatroLuisPoma #teatroElSalvador,el artista es un loco artista artesv teatroluispoma teatroelsalvador,No Tóxico,0,,,NO,SÍ,NO,75,9,0,0,4,0
41,X,2026-07-13,USER_041,"Lo único que debes dejar en la playa, es algo así! #PlayasElSalvador #ElCuco #NoMasBasura #2MinuteChallenge @EtnyaSv @UKinElSalvador @HMAGarside @USAmbSV","Lo único que debes dejar en la playa, es algo así! #PlayasElSalvador #ElCuco #NoMasBasura #2MinuteChallenge @usuario @usuario @usuario @usuario",lo unico que debes dejar en la playa es algo asi playaselsalvador elcuco nomasbasura minutechallenge usuario usuario usuario usuario,No Tóxico,0,,,NO,NO,NO,153,19,0,4,4,0
42,X,2026-07-13,USER_042,"¿A ti no te gusta que te lleguen a tirar basura en tu casa, verdad? Pues no ensucies el hogar de los demás! #NoMasBasura #PlayasElSalvador #2MinuteChallenge @EtnyaSv @HMAGarside @USAmbSV @HMAGarside","¿A ti no te gusta que te lleguen a tirar basura en tu casa, verdad? Pues no ensucies el hogar de los demás! #NoMasBasura #PlayasElSalvador #2MinuteChallenge @usuario @usuario @usuario @usuario",a ti no te gusta que te lleguen a tirar basura en tu casa verdad pues no ensucies el hogar de los demas nomasbasura playaselsalvador minutechallenge usuario usuario usuario usuario,No Tóxico,0,,,NO,NO,NO,198,30,0,4,3,1
43,X,2026-07-13,USER_043,"Celebra el mes de la a mistad, disfruta de los mejores destinos de El Salvador, tu eliges el lugar y nosotros ponemos los detalles. +503 718190477 http:// ecotourspetate.com #PlayasElSalvador #ElZonte #PuroSurf #toursprivados #CenasRomanticas","Celebra el mes de la a mistad, disfruta de los mejores destinos de El Salvador, tu eliges el lugar y nosotros ponemos los detalles. +503 718190477 http:// ecotourspetate.com #PlayasElSalvador #ElZonte #PuroSurf #toursprivados #CenasRomanticas",celebra el mes de la a mistad disfruta de los mejores destinos de el salvador tu eliges el lugar y nosotros ponemos los detalles http ecotourspetate com playaselsalvador elzonte purosurf toursprivados cenasromanticas,No Tóxico,0,,,NO,NO,NO,242,33,0,0,5,0
44,X,2026-07-13,USER_044,Deep in the Playas of El Salvador. #ElSalvador #playaselsalvador #playaeltunco,Deep in the Playas of El Salvador. #ElSalvador #playaselsalvador #playaeltunco,deep in the playas of el salvador elsalvador playaselsalvador playaeltunco,No Tóxico,0,,,NO,NO,NO,78,10,0,0,3,0
45,X,2026-07-13,USER_045,"Atardecer en El Zonte, belleza de paisaje natural #playasElSalvador https:// instagram.com/p/6GfH92AuTw/","Atardecer en El Zonte, belleza de paisaje natural #playasElSalvador https:// instagram.com/p/6GfH92AuTw/",atardecer en el zonte belleza de paisaje natural playaselsalvador https instagram com p gfh autw,No Tóxico,0,,,NO,NO,NO,104,11,0,0,1,0
46,X,2026-07-13,USER_046,"""Tamales salvadoreños: de elote dulce o rellenos de pollo, siempre envueltos en amor! ¿Cuál es tu tamal favorito? Etiqueta a alguien y comparte tu receta casera. #TamalesSalvadorenos #GastronomiaSV","""Tamales salvadoreños: de elote dulce o rellenos de pollo, siempre envueltos en amor! ¿Cuál es tu tamal favorito? Etiqueta a alguien y comparte tu receta casera. #TamalesSalvadorenos #GastronomiaSV",tamales salvadorenos de elote dulce o rellenos de pollo siempre envueltos en amor cual es tu tamal favorito etiqueta a alguien y comparte tu receta casera tamalessalvadorenos gastronomiasv,No Tóxico,0,,,NO,NO,NO,197,28,0,0,2,0
47,X,2026-07-13,USER_047,#GastronomiaSV | Cuando estamos en el exterior las pupusas se vuelven un platillo tan anhelado de maíz o arroz de chicharrón con queso o revueltas. ¿Y ustedes como las prefieren?,#GastronomiaSV | Cuando estamos en el exterior las pupusas se vuelven un platillo tan anhelado de maíz o arroz de chicharrón con queso o revueltas. ¿Y ustedes como las prefieren?,gastronomiasv cuando estamos en el exterior las pupusas se vuelven un platillo tan anhelado de maiz o arroz de chicharron con queso o revueltas y ustedes como las prefieren,No Tóxico,0,,,NO,NO,NO,178,30,0,0,1,1
48,X,2026-07-13,USER_048,"Mañana día de la madre, nuestra querida Maurita estará en Viva la Mañana, compartiendo sobre su vida como mujer exitosa y emprendedora, premios y logros. ¡No te lo pierdas! @PenchoyAida #gastronomiasv #foodsv #elsalvador #sansivar","Mañana día de la madre, nuestra querida Maurita estará en Viva la Mañana, compartiendo sobre su vida como mujer exitosa y emprendedora, premios y logros. ¡No te lo pierdas! @usuario #gastronomiasv #foodsv #elsalvador #sansivar",manana dia de la madre nuestra querida maurita estara en viva la manana compartiendo sobre su vida como mujer exitosa y emprendedora premios y logros no te lo pierdas usuario gastronomiasv foodsv elsalvador sansivar,No Tóxico,0,,,NO,NO,NO,230,34,0,1,4,0
49,X,2026-07-13,USER_049,"El ejercicio continua hoy con los jóvenes de #Ataco en un espacio de formación que vuelve a demostrar la fuerza de nuestra juventud rural. Su compromiso con el liderazgo, la participación y la paz nos inspira y nos recuerda por qué vale la pena cada esfuerzo.","El ejercicio continua hoy con los jóvenes de #Ataco en un espacio de formación que vuelve a demostrar la fuerza de nuestra juventud rural. Su compromiso con el liderazgo, la participación y la paz nos inspira y nos recuerda por qué vale la pena cada esfuerzo.",el ejercicio continua hoy con los jovenes de ataco en un espacio de formacion que vuelve a demostrar la fuerza de nuestra juventud rural su compromiso con el liderazgo la participacion y la paz nos inspira y nos recuerda por que vale la pena cada esfuerzo,No Tóxico,0,,,NO,NO,NO,259,46,0,0,1,1
